Vehicle Spy 3 Bus Traffic File
Save Date,7/31/2015
Save Time,3:04:02 pm
Start Date,7/31/2015
Start Time,2:50:38 pm
System Time,1835211
Notes,

Network Description,Hardware,Network,Protocol,Baud Rate
HS CAN,Default,HS CAN,CAN,500000,
MS CAN,Default,MS CAN,CAN,125000,
SW CAN,Default,SW CAN,CAN,33333,
J1850 VPW,Default,J1850 VPW,J1850 VPW,10417,
ISO9141/KW2K,Default,ISO9141/KW2K,KeyWord 2000,10417,
LSFT CAN,Default,LSFT CAN,CAN,125000,
J1850 PWM,Default,J1850 PWM,J1850 PWM,41600,
J1708,Default,J1708,J1708,9600,
neoVI,Default,neoVI,CAN,,
HS CAN2 (neoVI 3G),Default,HS CAN2 (neoVI 3G),CAN,500000,
HS CAN3 (neoVI 3G),Default,HS CAN3 (neoVI 3G),CAN,500000,
LIN2 (neoVI 3G),Default,LIN2 (neoVI 3G),LIN,10417,
LIN3 (neoVI 3G),Default,LIN3 (neoVI 3G),LIN,10417,
LIN4 (neoVI 3G),Default,LIN4 (neoVI 3G),LIN,10417,
CGI (neoVI 3G),Default,CGI (neoVI 3G),CGI,625000,
LIN,Default,LIN,LIN,10417,
ISO9141/KW2K 2,Default,ISO9141/KW2K 2,KeyWord 2000,10417,
ISO9141/KW2K 3,Default,ISO9141/KW2K 3,KeyWord 2000,10417,
ISO9141/KW2K 4,Default,ISO9141/KW2K 4,KeyWord 2000,10417,
SW CAN2 (neoVI 3G),Default,SW CAN2 (neoVI 3G),CAN,33333,
LSFT CAN2 (neoVI 3G),Default,LSFT CAN2 (neoVI 3G),CAN,125000,
UART (neoVI 3G),Default,UART (neoVI 3G),UART,10417,
UART2 (neoVI 3G),Default,UART2 (neoVI 3G),UART,10417,
neoMOST,Default,neoMOST,MOST,1000000,
MOST (VNET A),Default,MOST (VNET A),MOST,1000000,
FlexRay1A (VNET A),Default,FlexRay1A (VNET A),FlexRay,5000000,
FlexRay1B (VNET A),Default,FlexRay1B (VNET A),FlexRay,5000000,
FlexRay2A (VNET A),Default,FlexRay2A (VNET A),FlexRay,5000000,
FlexRay2B (VNET A),Default,FlexRay2B (VNET A),FlexRay,5000000,
HS CAN (VNET A),Default,HS CAN (VNET A),CAN,500000,
MS CAN (VNET A),Default,MS CAN (VNET A),CAN,500000,
SW CAN (VNET A),Default,SW CAN (VNET A),CAN,500000,
J1850 VPW (VNET A),Default,J1850 VPW (VNET A),CAN,500000,
LSFT CAN (VNET A),Default,LSFT CAN (VNET A),CAN,500000,
J1708 (VNET A),Default,J1708 (VNET A),CAN,500000,
neoVI (VNET A),Default,neoVI (VNET A),CAN,500000,
HS CAN2 (VNET A),Default,HS CAN2 (VNET A),CAN,500000,
HS CAN3 (VNET A),Default,HS CAN3 (VNET A),CAN,500000,
LIN (VNET A),Default,LIN (VNET A),LIN,10417,
LIN2 (VNET A),Default,LIN2 (VNET A),LIN,10417,
LIN3 (VNET A),Default,LIN3 (VNET A),LIN,10417,
LIN4 (VNET A),Default,LIN4 (VNET A),LIN,10417,
CGI (VNET A),Default,CGI (VNET A),CGI,625000,
ISO9141/KW2K (VNET A),Default,ISO9141/KW2K (VNET A),CAN,500000,
ISO9141/KW2K 2 (VNET A),Default,ISO9141/KW2K 2 (VNET A),KeyWord 2000,10417,
ISO9141/KW2K 3 (VNET A),Default,ISO9141/KW2K 3 (VNET A),KeyWord 2000,10417,
ISO9141/KW2K 4 (VNET A),Default,ISO9141/KW2K 4 (VNET A),KeyWord 2000,10417,



Line,Abs Time(Sec),Rel Time (Sec),Status,Er,Tx,Description,Network,Node,ID,Cycle,Ch,B1-256,Dyn,Symbol Type,Strt-PPI-NULL-Sync-Res,H-CRC,CRC,Tframe,Tss Length,Value,Trigger,Signals
2457,505.91293085,0.04520712499993351,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2458,505.96807415,0.0551433000000543,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,13,,,,,,,,,
2459,505.98761495,0.01954079999995884,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2460,506.02818955,0.04057460000001356,283674067337216,F,F,HS CAN $43E,HS CAN,,43E,F,F,06,13,00,00,00,B2,07,01,,,
2461,506.02845565,0.000266099999976177,67371008,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,60,6C,2C,3C,12,98,,,
2462,506.02869375,0.0002381000000468702,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,33,CB,13,45,,,
2463,506.0441085499999,0.0154147999999168,351843788259328,F,F,HS CAN $441,HS CAN,,441,F,F,03,D6,00,9F,13,3B,03,00,,,
2464,506.0480043499999,0.00389580000000933,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
2465,506.0623374749999,0.01433312500000738,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2466,506.0673972999999,0.00505982499998936,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,10,,,,,,,,,
2467,506.138132675,0.07073537500002658,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2468,506.167722125,0.02958945000000312,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,0C,,,,,,,,,
2469,506.2138490999999,0.04612697499999285,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2470,506.2468310749999,0.03298197499998423,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
2471,506.288606375,0.04177530000004026,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2472,506.316780075,0.02817370000002484,284773578964992,F,F,HS CAN $43C,HS CAN,,43C,F,F,05,FA,,,,,,,,,
2473,506.3633250749999,0.04654499999992368,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2474,506.4405599749999,0.07723490000000766,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2475,506.4464396999999,0.00587972499999978,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
2476,506.5257083749999,0.07926867499998025,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2477,506.600719475,0.07501110000009703,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2478,506.6471084999999,0.04638902499993947,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
2479,506.653716125,0.006607625000015105,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,05,E2,,,,,,,,,
2480,506.675472725,0.02175660000000334,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2481,506.75017385,0.07470112500004689,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2482,506.768802425,0.01862857499997972,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,05,E2,,,,,,,,,
2483,506.8366578499999,0.0678554249999479,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2484,506.8466633749999,0.01000552499999685,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
2485,506.8681575749999,0.02149420000000646,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,05,D2,,,,,,,,,
2486,506.92080025,0.05264267500001552,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2487,506.968502175,0.04770192500006942,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,05,CC,,,,,,,,,
2488,506.9947825749999,0.02628039999990506,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2489,507.0462692499999,0.05148667499997828,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
2490,507.0688214749999,0.02255222500002674,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,05,C3,,,,,,,,,
2491,507.070825475,0.002004000000056294,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2492,507.1452865499999,0.07446107499993104,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2493,507.1681467249999,0.02286017500000526,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,05,B7,,,,,,,,,
2494,507.2200842249999,0.05193750000000819,284773578964992,F,F,HS CAN $43E,HS CAN,,43E,F,F,05,B7,00,00,00,B2,07,01,,,
2495,507.2203503,0.0002660750000131884,67371008,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,60,6C,2C,3C,12,98,,,
2496,507.2205864,0.0002361000000519198,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,9A,C9,13,45,,,
2497,507.2327337749999,0.0121473749999268,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2498,507.2360056,0.003271825000069839,351843788259328,F,F,HS CAN $441,HS CAN,,441,F,F,03,D6,00,9F,13,3B,04,00,,,
2499,507.246868975,0.01086337499998535,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
2500,507.2685152749999,0.0216462999999294,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,05,B4,,,,,,,,,
2501,507.317961975,0.04944670000008955,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2502,507.3918851,0.07392312499996478,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2503,507.446405625,0.05452052500004356,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
2504,507.4666503249999,0.02024469999992107,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2505,507.5423813,0.07573097500005588,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2506,507.5688931249999,0.0265118249999432,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,05,99,,,,,,,,,
2507,507.629821225,0.06092810000006921,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2508,507.64601625,0.0161950250000018,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
2509,507.66888035,0.0228640999999925,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,05,99,,,,,,,,,
2510,507.71504335,0.04616299999997864,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2511,507.76819285,0.05314950000001772,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,05,88,,,,,,,,,
2512,507.789013425,0.0208205750000161,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2513,507.84656775,0.0575543249999555,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
2514,507.863778625,0.01721087500004614,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2515,507.8685224999999,0.004743874999917352,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,05,80,,,,,,,,,
2516,507.938417825,0.06989532500006135,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
2517,507.9688774,0.03045957500000896,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,05,7A,,,,,,,,,
2518,508.0159762999999,0.04709889999992356,283674067337216,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
2519,508.0500921749999,0.03411587499999768,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
2520,508.0681967749999,0.01810460000001512,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,05,6D,,,,,,,,,
2521,508.0937751499999,0.02557837500000914,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
2522,508.1684762249999,0.07470107500000722,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
2523,508.168608425,0.0001322000000527623,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,05,6B,,,,,,,,,
2524,508.2443413999999,0.07573297499993714,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
2525,508.2512549749999,0.006913574999998673,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
2526,508.2689237,0.01766872500002137,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,05,65,,,,,,,,,
2527,508.294179525,0.02525582500004475,283674067337216,F,F,HS CAN $43E,HS CAN,,43E,F,F,05,65,00,00,00,B2,07,01,,,
2528,508.294443625,0.0002640999999812266,67371008,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,60,6C,2C,3C,12,98,,,
2529,508.2946797249999,0.000236099999938233,67371008,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,9A,C9,13,45,,,
2530,508.310214525,0.01553480000006857,422212532436992,F,F,HS CAN $441,HS CAN,,441,F,F,03,D6,00,9F,13,3B,04,62,,,
2531,508.319308,0.009093474999986028,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
2532,508.3972368999999,0.07792889999996078,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
2533,508.451933275,0.05469637500004865,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
2534,508.4720180749999,0.02008479999994961,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
2535,508.5470211749999,0.07500310000000354,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
2536,508.571097175,0.0240760000000364,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,05,4A,,,,,,,,,
2537,508.6361149749999,0.06501779999996415,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
2538,508.65296595,0.0168509750000112,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
2539,508.66617695,0.01321100000006936,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,05,4A,,,,,,,,,
2540,508.717225675,0.05104872499998692,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
2541,508.7665234499999,0.04929777499989996,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,05,4E,,,,,,,,,
2542,508.7913359749999,0.02481252500001574,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
2543,508.8529498749999,0.06161389999999756,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
2544,508.8669008749999,0.01395100000002003,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,05,41,,,,,,,,,
2545,508.8697268,0.002825925000024654,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
2546,508.9448618,0.07513500000004569,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
2547,508.966212125,0.02135032499995759,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,05,3A,,,,,,,,,
2548,509.0339576,0.06774547500003791,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
2549,509.0541144,0.0201567999999952,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
2550,509.066565525,0.01245112499998413,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,05,32,,,,,,,,,
2551,509.118372125,0.05180659999996351,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
2552,509.166914025,0.048541900000032,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,05,29,,,,,,,,,
2553,509.192482425,0.02556839999999738,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
2554,509.2540984249999,0.06161599999995815,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
2555,509.266221525,0.01212310000005346,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,05,23,,,,,,,,,
2556,509.2675615249999,0.001339999999913744,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
2557,509.3427005249999,0.07513900000003559,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
2558,509.434676525,0.09197600000004514,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
2559,509.455129225,0.02045269999996435,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
2560,509.518953025,0.06382380000002286,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
2561,509.5413612249999,0.02240819999997257,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,05,16,,,,,,,,,
2562,509.5424153499999,0.00105412499999602,283674067337216,F,F,HS CAN $43E,HS CAN,,43E,F,F,05,16,00,00,00,B2,07,01,,,
2563,509.5426774499999,0.0002620999999862761,422212532436992,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,60,6C,2C,3C,12,4B,,,
2564,509.54291155,0.0002341000000569693,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,33,C3,13,45,,,
2565,509.558318225,0.01540667500000836,503576392892416,F,F,HS CAN $441,HS CAN,,441,F,F,03,BB,00,9E,13,3B,07,00,,,
2566,509.593985925,0.03566769999997632,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
2567,509.6410099249999,0.04702399999996487,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,05,00,,,,,,,,,
2568,509.6557330249999,0.01472309999996924,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
2569,509.669194225,0.01346120000005158,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
2570,509.7403121249999,0.07111789999999019,284773578964992,F,F,HS CAN $43C,HS CAN,,43C,F,F,04,FC,,,,,,,,,
2571,509.744322025,0.00400990000002821,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
2572,509.822332925,0.07801089999998112,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
2573,509.8406494999999,0.01831657499997164,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,04,F9,,,,,,,,,
2574,509.8568825249999,0.01623302500001955,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
2575,509.89682195,0.03993942500005687,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
2576,509.940992125,0.04417017499997655,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,04,F4,,,,,,,,,
2577,509.975266025,0.03427390000001651,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
2578,510.040332425,0.06506639999997788,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,04,EF,,,,,,,,,
2579,510.051121825,0.01078940000002149,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
2580,510.0580414249999,0.006919599999946513,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
2581,510.12848085,0.07043942500001776,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
2582,510.140717925,0.01223707500003002,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,04,EE,,,,,,,,,
2583,510.20290175,0.06218382500003372,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
2584,510.24104255,0.03814079999995102,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,04,E6,,,,,,,,,
2585,510.258029575,0.01698702500004856,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
2586,510.27811435,0.02008477499998662,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
2587,510.356425175,0.07831082500001685,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
2588,510.43846975,0.08204457499994078,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
2589,510.4589264499999,0.02045669999995425,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
2590,510.5260660749999,0.06713962499998161,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
2591,510.53202375,0.005957675000104246,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,04,DA,,,,,,,,,
2592,510.61444225,0.08241850000001705,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
2593,510.6148124499999,0.0003701999999066174,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,04,DA,,,,,,,,,
2594,510.61531445,0.0005020000000968139,284773578964992,F,F,HS CAN $43E,HS CAN,,43E,F,F,04,DA,00,00,00,B2,07,01,,,
2595,510.61558455,0.000270099999966078,492581276614656,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,60,6C,2C,3C,11,FF,,,
2596,510.6158226499999,0.0002380999999331834,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,9A,C1,13,45,,,
2597,510.631205425,0.0153827750000346,362838904537088,F,F,HS CAN $441,HS CAN,,441,F,F,03,A6,00,9D,13,3B,08,00,,,
2598,510.65922175,0.0280163250000669,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
2599,510.689537825,0.03031607499997336,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
2600,510.7140998249999,0.02456199999994624,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,04,D1,,,,,,,,,
2601,510.764368525,0.05026870000006056,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
2602,510.8144843,0.05011577499999476,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,04,CB,,,,,,,,,
2603,510.8402227,0.02573840000002292,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
2604,510.86038345,0.02016074999994544,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
2605,510.9148247749999,0.05444132499997067,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,04,C3,,,,,,,,,
2606,510.931129875,0.0163051000000678,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
2607,511.0062668749999,0.07513699999992696,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
2608,511.0141003,0.007833425000058014,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,04,BA,,,,,,,,,
2609,511.0603693749999,0.04626907499994104,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
2610,511.0840618999999,0.0236925250000013,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
2611,511.114445425,0.03038352500004748,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,04,B4,,,,,,,,,
2612,511.1588945249999,0.04444909999995162,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
2613,511.2147917249999,0.05589720000000398,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,04,AE,,,,,,,,,
2614,511.234750525,0.01995880000004036,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
2615,511.261530825,0.02678030000004128,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
2616,511.311697525,0.05016669999997703,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
2617,511.3141774249999,0.00247989999991205,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,04,A9,,,,,,,,,
2618,511.3875565999999,0.07337917500001367,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
2619,511.4646956,0.07713900000010199,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
2620,511.468167475,0.003471874999945612,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
2621,511.5538757749999,0.08570829999996477,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
2622,511.63219055,0.07831477500008077,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
2623,511.65090715,0.0187165999999479,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,04,A7,,,,,,,,,
2624,511.665712225,0.01480507500002659,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
2625,511.7092653999999,0.04355317499994271,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
2626,511.784690425,0.07542502500007231,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
2627,511.805358925,0.02066849999994247,283674067337216,F,F,HS CAN $43E,HS CAN,,43E,F,F,04,A7,00,00,00,B2,07,01,,,
2628,511.805628925,0.0002700000000004366,67371008,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,60,6C,2C,3C,11,FF,,,
2629,511.805867025,0.0002381000000468702,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,67,BE,13,45,,,
2630,511.821357825,0.01549079999995229,422212532436992,F,F,HS CAN $441,HS CAN,,441,F,F,03,A6,00,9D,13,3B,08,62,,,
2631,511.825191625,0.003833800000052179,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,04,A7,,,,,,,,,
2632,511.8604693,0.0352776749999748,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
2633,511.867385,0.00691570000003594,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
2634,511.9254741,0.05808909999996104,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,04,A4,,,,,,,,,
2635,511.9522224249999,0.02674832499997138,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
2636,512.025790125,0.07356770000001234,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,04,9E,,,,,,,,,
2637,512.033847725,0.008057600000029197,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
2638,512.07068335,0.03683562499998061,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
2639,512.110922675,0.04023932500001592,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
2640,512.12616355,0.0152408750000177,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,04,9E,,,,,,,,,
2641,512.18648165,0.06031810000001769,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
2642,512.2265042499999,0.0400225999999293,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,04,99,,,,,,,,,
2643,512.26161995,0.03511570000000574,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
2644,512.271849375,0.0102294250000341,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
2645,512.353244,0.08139462500002992,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
