Abs Time(Sec),B1,B2,Compass Heading,
591.822674,03,EE,100.6,100.6
591.921997,03,E5,99.7,99.7
592.0223475,03,EA,100.2,100.2
592.1227131,03,EF,100.7,100.7
592.2220342,03,EF,100.7,100.7
592.322383,03,F1,100.9,100.9
592.611723,03,F1,100.9,100.9
592.7114918,03,F7,101.5,101.5
592.8108242,03,FE,102.2,102.2
592.9111937,04,00,102.4,102.4
593.0115164,04,04,102.8,102.8
593.1108593,04,00,102.4,102.4
593.2111769,04,04,102.8,102.8
593.311548,04,06,103,103
593.5943723,04,00,102.4,102.4
593.6945514,03,FA,101.8,101.8
593.7937984,03,F7,101.5,101.5
593.894155,03,FB,101.9,101.9
593.9944811,03,FB,101.9,101.9
594.0938066,04,00,102.4,102.4
594.1941698,04,04,102.8,102.8
594.2945443,04,09,103.3,103.3
594.5750977,04,0E,103.8,103.8
594.6754602,04,11,104.1,104.1
594.7757817,04,13,104.3,104.3
594.8751207,04,13,104.3,104.3
594.9754394,04,0E,103.8,103.8
595.2580666,04,12,104.2,104.2
595.3573975,04,10,104,104
595.4577356,04,14,104.4,104.4
595.5581161,04,10,104,104
595.6574394,04,11,104.1,104.1
595.75775,04,0E,103.8,103.8
595.8580846,04,10,104,104
595.9574603,04,19,104.9,104.9
596.0577834,04,1C,105.2,105.2
596.1581299,04,1F,105.5,105.5
596.257454,04,1F,105.5,105.5
596.4617081,04,25,106.1,106.1
596.7649221,04,3B,108.3,108.3
596.8574673,04,3B,108.3,108.3
596.9578618,04,42,109,109
597.0571841,04,48,109.6,109.6
597.1574895,04,42,109,109
597.2578724,04,44,109.2,109.2
597.5433038,04,4A,109.8,109.8
597.6428409,04,55,110.9,110.9
597.7421797,04,5B,111.5,111.5
597.8425396,04,66,112.6,112.6
597.9428752,04,6B,113.1,113.1
598.0422021,04,76,114.2,114.2
598.1425465,04,76,114.2,114.2
598.2428924,04,7D,114.9,114.9
598.5388724,04,93,117.1,117.1
598.6207419,04,93,117.1,117.1
598.7200531,04,9B,117.9,117.9
598.8204243,04,A6,119,119
598.9207635,04,A2,118.6,118.6
599.0200797,04,B4,120.4,120.4
599.1204489,04,BB,121.1,121.1
599.2207739,04,C4,122,122
599.5207464,04,D8,124,124
599.6149779,04,D8,124,124
599.7153392,04,E0,124.8,124.8
599.8157153,04,EE,126.2,126.2
599.9150111,04,EF,126.3,126.3
600.0153861,04,F4,126.8,126.8
600.1157073,05,03,128.3,128.3
600.2150373,05,07,128.7,128.7
600.4363004,05,18,130.4,130.4
600.5908193,05,18,130.4,130.4
600.6901737,05,36,133.4,133.4
600.7905252,05,3F,134.3,134.3
600.8908461,05,48,135.2,135.2
600.9901548,05,50,136,136
601.0905168,05,63,137.9,137.9
601.1908642,05,61,137.7,137.7
601.4162453,05,71,139.3,139.3
601.7230429,05,71,139.3,139.3
601.8216377,05,91,142.5,142.5
601.9219629,05,93,142.7,142.7
602.0223166,05,A1,144.1,144.1
602.1216619,05,A6,144.6,144.6
602.2220004,05,AA,145,145
602.523199,05,C3,147.5,147.5
602.6192934,05,C3,147.5,147.5
602.7186381,05,D3,149.1,149.1
602.8189707,05,D7,149.5,149.5
602.919333,05,E2,150.6,150.6
603.018637,05,E7,151.1,151.1
603.1189842,05,F6,152.6,152.6
603.2193029,05,F9,152.9,152.9
603.4306206,06,08,154.4,154.4
603.5930754,06,08,154.4,154.4
603.6933976,06,11,155.3,155.3
603.7927533,06,12,155.4,155.4
603.8930681,06,12,155.4,155.4
603.9934567,06,17,155.9,155.9
604.0927649,06,1F,156.7,156.7
604.1931024,06,1E,156.6,156.6
604.293455,06,23,157.1,157.1
604.5617839,06,2B,157.9,157.9
604.6621067,06,41,160.1,160.1
604.7624181,06,45,160.5,160.5
604.8617473,06,4E,161.4,161.4
604.9620828,06,53,161.9,161.9
605.0624195,06,54,162,162
605.1627848,06,5F,163.1,163.1
605.2631463,06,5C,162.8,162.8
605.5568153,06,6B,164.3,164.3
605.6379039,06,6B,164.3,164.3
605.7382308,06,6F,164.7,164.7
605.8375794,06,77,165.5,165.5
605.9379058,06,78,165.6,165.6
606.0382553,06,81,166.5,166.5
606.1375961,06,84,166.8,166.8
606.2379386,06,8A,167.4,167.4
606.3383119,06,8A,167.4,167.4
606.6955035,06,9C,169.2,169.2
606.8328579,06,9C,169.2,169.2
606.9322003,06,A6,170.2,170.2
607.0325337,06,A6,170.2,170.2
607.1329081,06,A9,170.5,170.5
607.2322009,06,B1,171.3,171.3
607.5225395,06,C1,172.9,172.9
607.6172285,06,C1,172.9,172.9
607.7175484,06,C7,173.5,173.5
607.8179118,06,CD,174.1,174.1
607.9172505,06,CA,173.8,173.8
608.017613,06,CF,174.3,174.3
608.1179204,06,D2,174.6,174.6
608.217243,06,D2,174.6,174.6
608.3176213,06,D3,174.7,174.7
608.5998107,06,E0,176,176
608.6872564,06,E0,176,176
608.7876135,06,E5,176.5,176.5
608.887943,06,E8,176.8,176.8
608.9872562,06,EB,177.1,177.1
609.0875948,06,F2,177.8,177.8
609.1879545,06,F2,177.8,177.8
609.366758,06,FD,178.9,178.9
609.5637917,06,FD,178.9,178.9
609.6630894,07,08,180,180
609.7634123,07,0D,180.5,180.5
609.8637588,07,0A,180.2,180.2
609.9631088,07,0D,180.5,180.5
610.0634526,07,12,181,181
610.1637715,07,12,181,181
610.2631141,07,1C,182,182
610.5617603,07,1C,182,182
610.6614409,07,24,182.8,182.8
610.7617889,07,26,183,183
610.8611226,07,29,183.3,183.3
610.9614836,07,26,183,183
611.0618041,07,29,183.3,183.3
611.1611122,07,31,184.1,184.1
611.2615098,07,31,184.1,184.1
611.5424984,07,3B,185.1,185.1
611.7662567,07,3B,185.1,185.1
611.8656352,07,45,186.1,186.1
611.9649108,07,4D,186.9,186.9
612.0652877,07,4A,186.6,186.6
612.1656461,07,4F,187.1,187.1
612.2659638,07,52,187.4,187.4
612.5549855,07,57,187.9,187.9
612.6551119,07,57,187.9,187.9
612.7696525,07,57,187.9,187.9
612.869091,07,59,188.1,188.1
612.9694388,07,59,188.1,188.1
613.0687484,07,5C,188.4,188.4
613.1691113,07,64,189.2,189.2
613.2694578,07,63,189.1,189.1
613.5597921,07,6D,190.1,190.1
613.6606024,07,6D,190.1,190.1
613.7599257,07,72,190.6,190.6
613.8603011,07,78,191.2,191.2
613.9606232,07,78,191.2,191.2
614.0599477,07,78,191.2,191.2
614.1602749,07,7A,191.4,191.4
614.2606296,07,7C,191.6,191.6
614.5564561,07,7F,191.9,191.9
614.6374587,07,7F,191.9,191.9
614.7368095,07,81,192.1,192.1
614.8371262,07,83,192.3,192.3
614.9374667,07,84,192.4,192.4
615.0368138,07,88,192.8,192.8
615.1371299,07,8B,193.1,193.1
615.2374774,07,93,193.9,193.9
615.5199881,07,9A,194.6,194.6
615.6163537,07,9A,194.6,194.6
615.715711,07,9F,195.1,195.1
615.8160525,07,A2,195.4,195.4
615.9163905,07,A0,195.2,195.2
616.0156996,07,A2,195.4,195.4
616.1160682,07,A2,195.4,195.4
616.2163878,07,A4,195.6,195.6
616.3157211,07,AA,196.2,196.2
616.6346642,07,A8,196,196
616.8113023,07,A8,196,196
616.910649,07,AB,196.3,196.3
617.0110114,07,B0,196.8,196.8
617.1113668,07,B2,197,197
617.2106753,07,B2,197,197
617.3109941,07,BC,198,198
617.6073264,07,BE,198.2,198.2
617.6909266,07,BE,198.2,198.2
617.7912713,07,C1,198.5,198.5
617.8905495,07,C5,198.9,198.9
617.9909408,07,BE,198.2,198.2
618.0912696,07,C5,198.9,198.9
618.1905758,07,C7,199.1,199.1
618.2909173,07,C6,199,199
618.6048165,07,CF,199.9,199.9
618.7046295,07,D1,200.1,200.1
618.8039599,07,D1,200.1,200.1
618.9042695,07,D1,200.1,200.1
619.0046329,07,D1,200.1,200.1
619.1039639,07,D6,200.6,200.6
619.2043261,07,D7,200.7,200.7
619.4274598,07,DC,201.2,201.2
619.5811099,07,DC,201.2,201.2
619.6814977,07,DC,201.2,201.2
619.781809,07,E5,202.1,202.1
619.8821559,07,E6,202.2,202.2
619.9825042,07,E8,202.4,202.4
620.0818418,07,E9,202.5,202.5
620.1821946,07,E9,202.5,202.5
620.3929189,07,EE,203,203
620.5631236,07,EE,203,203
620.6634744,07,F0,203.2,203.2
620.7638047,07,F1,203.3,203.3
620.8631416,07,F3,203.5,203.5
620.963455,07,F2,203.4,203.4
621.0638399,07,F2,203.4,203.4
621.1631321,07,F8,204,204
621.2634955,07,F8,204,204
621.6050882,08,02,205,205
621.7550036,08,02,205,205
621.8553547,08,01,204.9,204.9
621.9546742,08,04,205.2,205.2
622.0550334,08,07,205.5,205.5
622.1553479,08,08,205.6,205.6
622.2546912,08,0D,206.1,206.1
622.5345183,08,0A,205.8,205.8
622.6345587,08,08,205.6,205.6
622.7339025,08,0E,206.2,206.2
622.8342114,08,0F,206.3,206.3
622.9345961,08,10,206.4,206.4
623.0339037,08,0F,206.3,206.3
623.1342629,08,11,206.5,206.5
623.2346116,08,19,207.3,207.3
623.5389571,08,1B,207.5,207.5
623.6216273,08,1B,207.5,207.5
623.7210001,08,20,208,208
623.8213203,08,22,208.2,208.2
623.9360349,08,25,208.5,208.5
624.0363317,08,25,208.5,208.5
624.1366901,08,25,208.5,208.5
624.2360037,08,25,208.5,208.5
624.5225222,08,27,208.7,208.7
624.6220683,08,27,208.7,208.7
624.7224197,08,27,208.7,208.7
624.8227287,08,2E,209.4,209.4
624.9220515,08,28,208.8,208.8
625.0224042,08,2B,209.1,209.1
625.1227775,08,2C,209.2,209.2
625.2221026,08,2F,209.5,209.5
625.4467117,08,32,209.8,209.8
625.6009894,08,32,209.8,209.8
625.7013282,08,35,210.1,210.1
625.8016382,08,38,210.4,210.4
625.9009657,08,3C,210.8,210.8
626.0013104,08,38,210.4,210.4
626.1016955,08,3D,210.9,210.9
626.201023,08,3D,210.9,210.9
626.4854539,08,3D,210.9,210.9
626.7016895,08,3D,210.9,210.9
626.8010281,08,3E,211,211
626.9014108,08,43,211.5,211.5
627.0017563,08,46,211.8,211.8
627.1010275,08,46,211.8,211.8
627.201396,08,48,212,212
627.3007473,08,48,212,212
627.6040008,08,4D,212.5,212.5
627.6867551,08,4D,212.5,212.5
627.7860591,08,50,212.8,212.8
627.8864046,08,53,213.1,213.1
627.986805,08,50,212.8,212.8
628.0871222,08,52,213,213
628.1874514,08,54,213.2,213.2
628.3670292,08,56,213.4,213.4
628.5694187,08,56,213.4,213.4
628.6697743,08,58,213.6,213.6
628.7690788,08,58,213.6,213.6
628.8694484,08,5C,214,214
628.9697756,08,5E,214.2,214.2
629.0691073,08,5E,214.2,214.2
629.1694315,08,61,214.5,214.5
629.2697753,08,62,214.6,214.6
629.5763118,08,67,215.1,215.1
629.6558418,08,67,215.1,215.1
629.7551393,08,63,214.7,214.7
629.8555179,08,62,214.6,214.6
629.9558226,08,63,214.7,214.7
630.0551748,08,65,214.9,214.9
630.1555063,08,6B,215.5,215.5
630.2558894,08,6D,215.7,215.7
630.5429305,08,71,216.1,216.1
630.6429316,08,6B,215.5,215.5
630.7422404,08,73,216.3,216.3
630.8426164,08,73,216.3,216.3
630.9429678,08,70,216,216
631.0422905,08,72,216.2,216.2
631.1426176,08,6D,215.7,215.7
631.2429707,08,71,216.1,216.1
631.5443712,08,7A,217,217
631.7303369,08,7A,217,217
631.8307235,08,7B,217.1,217.1
631.9310728,08,79,216.9,216.9
632.0314221,08,7D,217.3,217.3
632.1307134,08,7B,217.1,217.1
632.2310919,08,79,216.9,216.9
632.3314095,08,79,216.9,216.9
632.607909,08,77,216.7,216.7
632.7082633,08,78,216.8,216.8
632.8085829,08,7E,217.4,217.4
632.9079301,08,7B,217.1,217.1
633.0082809,08,7F,217.5,217.5
633.1086072,08,7F,217.5,217.5
633.2079147,08,87,218.3,218.3
633.5096277,08,91,219.3,219.3
633.5836996,08,91,219.3,219.3
633.6840652,08,89,218.5,218.5
633.7843944,08,8D,218.9,218.9
633.8837472,08,87,218.3,218.3
633.9841093,08,87,218.3,218.3
634.0844529,08,88,218.4,218.4
634.1837641,08,8B,218.7,218.7
634.2841287,08,8C,218.8,218.8
634.5874106,08,8F,219.1,219.1
634.6824474,08,8F,219.1,219.1
634.7817752,08,93,219.5,219.5
634.8820904,08,98,220,220
634.9824414,08,95,219.7,219.7
635.08689,08,9A,220.2,220.2
635.1872515,08,9C,220.4,220.4
635.2875785,08,9E,220.6,220.6
635.5824334,08,9F,220.7,220.7
635.675671,08,9F,220.7,220.7
635.7749861,08,A1,220.9,220.9
635.8753485,08,A3,221.1,221.1
635.9756702,08,A1,220.9,220.9
636.0760173,08,A3,221.1,221.1
636.1763986,08,A6,221.4,221.4
636.2757289,08,A1,220.9,220.9
636.6125912,08,A4,221.2,221.2
636.7702848,08,A4,221.2,221.2
636.8695821,08,AD,222.1,222.1
636.9699229,08,AC,222,222
637.0702751,08,AF,222.3,222.3
637.1695947,08,AD,222.1,222.1
637.2699416,08,B1,222.5,222.5
637.606491,08,AF,222.3,222.3
637.7061432,08,B1,222.5,222.5
637.805517,08,B6,223,223
637.9058378,08,B9,223.3,223.3
638.0062164,08,B9,223.3,223.3
638.1054984,08,B8,223.2,223.2
638.20586,08,BB,223.5,223.5
638.3061927,08,BD,223.7,223.7
638.5910864,08,BD,223.7,223.7
638.6911936,08,C1,224.1,224.1
638.7905543,08,C0,224,224
638.8909045,08,BD,223.7,223.7
638.9912502,08,BF,223.9,223.9
639.0905332,08,BF,223.9,223.9
639.1908977,08,C1,224.1,224.1
639.2912457,08,C2,224.2,224.2
639.5618819,08,C4,224.4,224.4
639.6618964,08,C8,224.8,224.8
639.7622675,08,CD,225.3,225.3
639.8615971,08,CD,225.3,225.3
639.961922,08,CB,225.1,225.1
640.0622646,08,CF,225.5,225.5
640.1616315,08,D1,225.7,225.7
640.2619729,08,CD,225.3,225.3
640.5511315,08,D1,225.7,225.7
640.6357028,08,D1,225.7,225.7
640.7360864,08,D2,225.8,225.8
640.8364175,08,D4,226,226
640.935717,08,D4,226,226
641.0360791,08,D4,226,226
641.1364265,08,D6,226.2,226.2
641.2357493,08,D8,226.4,226.4
641.4154687,08,DB,226.7,226.7
641.7187042,08,E1,227.3,227.3
641.8368148,08,E1,227.3,227.3
641.9453719,08,DF,227.1,227.1
642.0457083,08,DF,227.1,227.1
642.1460234,08,DD,226.9,226.9
642.2453729,08,DD,226.9,226.9
642.5479793,08,E8,228,228
642.6273301,08,E8,228,228
642.7276517,08,EA,228.2,228.2
642.8280224,08,EF,228.7,228.7
642.927318,08,F0,228.8,228.8
643.0276485,08,ED,228.5,228.5
643.1280421,08,ED,228.5,228.5
643.2273568,08,ED,228.5,228.5
643.521823,08,EA,228.2,228.2
643.6195059,08,EA,228.2,228.2
643.7198882,08,EE,228.6,228.6
643.8202216,08,EC,228.4,228.4
643.9195506,08,F5,229.3,229.3
644.0199111,08,F4,229.2,229.2
644.1202078,08,F7,229.5,229.5
644.2195294,08,FD,230.1,230.1
644.5232898,08,FF,230.3,230.3
644.6219751,08,FF,230.3,230.3
644.7223096,09,01,230.5,230.5
644.8216221,09,01,230.5,230.5
644.9219981,09,05,230.9,230.9
645.0223174,09,07,231.1,231.1
645.1216861,09,07,231.1,231.1
645.2220244,09,0D,231.7,231.7
645.4320242,09,15,232.5,232.5
645.5978128,09,15,232.5,232.5
645.6981611,09,1D,233.3,233.3
645.7974868,09,1F,233.5,233.5
645.8978096,09,1F,233.5,233.5
645.9981563,09,28,234.4,234.4
646.0974787,09,25,234.1,234.1
646.1978423,09,29,234.5,234.5
646.4120941,09,34,235.6,235.6
646.7207319,09,43,237.1,237.1
646.8029745,09,43,237.1,237.1
646.9023412,09,47,237.5,237.5
647.0026998,09,4E,238.2,238.2
647.1030373,09,51,238.5,238.5
647.2023626,09,50,238.4,238.4
647.4165973,09,61,240.1,240.1
647.5853284,09,61,240.1,240.1
647.6846051,09,6D,241.3,241.3
647.7849981,09,74,242,242
647.8853143,09,75,242.1,242.1
647.9846198,09,7D,242.9,242.9
648.0849685,09,82,243.4,243.4
648.1853274,09,87,243.9,243.9
648.2846475,09,89,244.1,244.1
648.6080753,09,9C,246,246
648.694433,09,9C,246,246
648.7945802,09,A5,246.9,246.9
648.8949205,09,AA,247.4,247.4
648.9953131,09,B0,248,248
649.0946086,09,B9,248.9,248.9
649.1949495,09,C2,249.8,249.8
649.3714356,09,CB,250.7,-109.3
649.5666669,09,CB,250.7,-109.3
649.6669855,09,D7,251.9,-108.1
649.7673369,09,D9,252.1,-107.9
649.8666791,09,DF,252.7,-107.3
649.9670084,09,E5,253.3,-106.7
650.067343,09,E9,253.7,-106.3
650.1666843,09,F4,254.8,-105.2
650.2670464,09,F5,254.9,-105.1
650.5802935,0A,11,257.7,-102.3
650.6592431,0A,11,257.7,-102.3
650.7595927,0A,1C,258.8,-101.2
650.8598918,0A,1B,258.7,-101.3
650.9602652,0A,26,259.8,-100.2
651.0595614,0A,2C,260.4,-99.6
651.159931,0A,2D,260.5,-99.5
651.2602914,0A,2B,260.3,-99.7
651.5332178,0A,44,262.8,-97.2
651.7517557,0A,44,262.8,-97.2
651.8521257,0A,4F,263.9,-96.1
651.9514654,0A,52,264.2,-95.8
652.0517864,0A,5F,265.5,-94.5
652.152154,0A,5F,265.5,-94.5
652.2514876,0A,62,265.8,-94.2
652.5364919,0A,6C,266.8,-93.2
652.6354724,0A,78,268,-92
652.7357816,0A,82,269,-91
652.8361584,0A,85,269.3,-90.7
652.9354709,0A,8C,270,-90
653.0358311,0A,8F,270.3,-89.7
653.1361637,0A,96,271,-89
653.2354705,0A,99,271.3,-88.7
653.3358348,0A,A4,272.4,-87.6
653.6176061,0A,A4,272.4,-87.6
653.7177647,0A,AE,273.4,-86.6
653.8181452,0A,B1,273.7,-86.3
653.9174728,0A,BC,274.8,-85.2
654.0177758,0A,BC,274.8,-85.2
654.1181184,0A,BC,274.8,-85.2
654.2174553,0A,C4,275.6,-84.4
654.562607,0A,E0,278.4,-81.6
654.6413576,0A,E0,278.4,-81.6
654.7417044,0A,ED,279.7,-80.3
654.8420525,0A,ED,279.7,-80.3
654.9413885,0A,EC,279.6,-80.4
655.0417718,0A,F4,280.4,-79.6
655.1421163,0A,F6,280.6,-79.4
655.2475925,0B,02,281.8,-78.2
655.43773,0B,0A,282.6,-77.4
655.6264405,0B,0A,282.6,-77.4
655.7267624,0B,18,284,-76
655.827106,0B,1B,284.3,-75.7
655.9264607,0B,22,285,-75
656.0267751,0B,2F,286.3,-73.7
656.127125,0B,32,286.6,-73.4
656.2264626,0B,32,286.6,-73.4
656.3267877,0B,44,288.4,-71.6
656.6876642,0B,53,289.9,-70.1
656.8234522,0B,53,289.9,-70.1
656.923798,0B,50,289.6,-70.4
657.0241231,0B,60,291.2,-68.8
657.1244997,0B,65,291.7,-68.3
657.2248541,0B,68,292,-68
657.5126166,0B,7F,294.3,-65.7
657.6108853,0B,7F,294.3,-65.7
657.7112058,0B,93,296.3,-63.7
657.8105292,0B,91,296.1,-63.9
657.9108537,0B,95,296.5,-63.5
658.0112524,0B,A2,297.8,-62.2
658.1105704,0B,A2,297.8,-62.2
658.2108696,0B,AA,298.6,-61.4
658.3112382,0B,A6,298.2,-61.8
658.5924919,0B,B4,299.6,-60.4
658.6921507,0B,C0,300.8,-59.2
658.7914678,0B,CD,302.1,-57.9
658.8918298,0B,CF,302.3,-57.7
658.9921994,0B,CD,302.1,-57.9
659.0914842,0B,D5,302.9,-57.1
659.1918533,0B,DA,303.4,-56.6
659.292189,0B,E4,304.4,-55.6
659.5784003,0B,FC,306.8,-53.2
659.673093,0B,FC,306.8,-53.2
659.7724548,0C,0F,308.7,-51.3
659.872751,0C,15,309.3,-50.7
659.9731285,0C,15,309.3,-50.7
660.0724687,0C,1B,309.9,-50.1
660.1728144,0C,20,310.4,-49.6
660.2731232,0C,27,311.1,-48.9
660.5477722,0C,31,312.1,-47.9
660.6478997,0C,41,313.7,-46.3
660.7482804,0C,4A,314.6,-45.4
660.8475932,0C,54,315.6,-44.4
660.9479259,0C,4E,315,-45
661.0482933,0C,54,315.6,-44.4
661.1486321,0C,54,315.6,-44.4
661.2489947,0C,5B,316.3,-43.7
661.5541197,0C,7F,319.9,-40.1
661.7466199,0C,7F,319.9,-40.1
661.8469813,0C,99,322.5,-37.5
661.9462939,0C,96,322.2,-37.8
662.0466323,0C,9F,323.1,-36.9
662.1470001,0C,A9,324.1,-35.9
662.2463251,0C,AA,324.2,-35.8
662.4435568,0C,B8,325.6,-34.4
662.6231249,0C,B8,325.6,-34.4
662.7234474,0C,CA,327.4,-32.6
662.8238431,0C,CD,327.7,-32.3
662.9231241,0C,CA,327.4,-32.6
663.0234651,0C,E0,329.6,-30.4
663.1238174,0C,E0,329.6,-30.4
663.2231571,0C,EB,330.7,-29.3
663.5171828,0C,F9,332.1,-27.9
663.6143108,0C,F9,332.1,-27.9
663.7146796,0C,F9,332.1,-27.9
663.8150306,0D,0A,333.8,-26.2
663.9143131,0D,0E,334.2,-25.8
664.0147007,0D,1D,335.7,-24.3
664.1150396,0D,1F,335.9,-24.1
664.2143667,0D,22,336.2,-23.8
664.5124765,0D,46,339.8,-20.2
664.6147073,0D,46,339.8,-20.2
664.7150755,0D,48,340,-20
664.8144052,0D,4B,340.3,-19.7
664.9147317,0D,51,340.9,-19.1
665.0151108,0D,5C,342,-18
665.1144229,0D,5C,342,-18
665.2147863,0D,5F,342.3,-17.7
665.5126693,0D,71,344.1,-15.9
665.605913,0D,71,344.1,-15.9
665.7062516,0D,83,345.9,-14.1
665.8056069,0D,83,345.9,-14.1
665.9059389,0D,89,346.5,-13.5
666.0062684,0D,96,347.8,-12.2
666.105575,0D,98,348,-12
666.2059682,0D,9B,348.3,-11.7
666.4056249,0D,AE,350.2,-9.8
666.7298673,0D,BD,351.7,-8.3
666.7299973,0D,BD,351.7,-8.3
666.7301275,0D,BD,351.7,-8.3
666.7302575,0D,BD,351.7,-8.3
666.7303877,0D,BD,351.7,-8.3
666.7305178,0D,BD,351.7,-8.3
666.7306479,0D,BD,351.7,-8.3
666.7307781,0D,BD,351.7,-8.3
666.7309082,0D,BD,351.7,-8.3
666.8080189,0D,BD,351.7,-8.3
666.9073434,0D,C2,352.2,-7.8
667.0076926,0D,D2,353.8,-6.2
667.1080541,0D,D2,353.8,-6.2
667.2074033,0D,DB,354.7,-5.3
667.4115514,0D,DB,354.7,-5.3
667.5862363,0D,DB,354.7,-5.3
667.6866109,0D,F8,357.6,-2.4
667.7869444,0D,F3,357.1,-2.9
667.8862788,0D,F7,357.5,-2.5
667.9866243,0E,06,359,-1
668.086945,0E,0B,359.5,-0.5
668.1863125,00,00,0,0
668.375244,00,0E,1.4,1.4
668.5651289,00,0E,1.4,1.4
668.6644836,00,0D,1.3,1.3
668.7648329,00,0E,1.4,1.4
668.8651399,00,1C,2.8,2.8
668.9644945,00,20,3.2,3.2
669.0648489,00,20,3.2,3.2
669.1651604,00,25,3.7,3.7
669.2645273,00,33,5.1,5.1
669.5488609,00,33,5.1,5.1
669.6474462,00,4A,7.4,7.4
669.7478129,00,4E,7.8,7.8
669.8481635,00,57,8.7,8.7
669.9474651,00,60,9.6,9.6
670.0478141,00,5D,9.3,9.3
670.1482028,00,69,10.5,10.5
670.2474775,00,69,10.5,10.5
670.5338044,00,77,11.9,11.9
670.6212623,00,77,11.9,11.9
670.720557,00,7D,12.5,12.5
670.8209047,00,82,13,13
670.9212677,00,89,13.7,13.7
671.0205788,00,94,14.8,14.8
671.1209068,00,8C,14,14
671.2213019,00,8E,14.2,14.2
671.3205944,00,96,15,15
671.6671676,00,AA,17,17
671.8223592,00,AA,17,17
671.9227059,00,B2,17.8,17.8
672.0230292,00,B6,18.2,18.2
672.1223786,00,B8,18.4,18.4
672.2227018,00,C5,19.7,19.7
672.3230885,00,C0,19.2,19.2
672.602688,00,C5,19.7,19.7
672.702939,00,D7,21.5,21.5
672.8032927,00,DF,22.3,22.3
672.9026062,00,E3,22.7,22.7
673.0029634,00,E6,23,23
673.1033283,00,EA,23.4,23.4
673.2026326,00,ED,23.7,23.7
673.4060776,00,F2,24.2,24.2
673.5794839,00,F2,24.2,24.2
673.6797774,00,F6,24.6,24.6
673.7801662,01,03,25.9,25.9
673.8794946,01,07,26.3,26.3
673.9798201,01,09,26.5,26.5
674.0801474,01,15,27.7,27.7
674.179512,01,15,27.7,27.7
674.2798322,01,1A,28.2,28.2
674.4977073,01,1C,28.4,28.4
674.6505016,01,1C,28.4,28.4
674.7508758,01,28,29.6,29.6
674.8512276,01,2E,30.2,30.2
674.9505106,01,2E,30.2,30.2
675.0508694,01,3A,31.4,31.4
675.1511973,01,3D,31.7,31.7
675.250545,01,3C,31.6,31.6
675.5421565,01,48,32.8,32.8
675.6242989,01,48,32.8,32.8
675.7236203,01,46,32.6,32.6
675.8239515,01,51,33.7,33.7
675.9243158,01,47,32.7,32.7
676.024655,01,4A,33,33
676.1249864,01,47,32.7,32.7
676.2243616,01,51,33.7,33.7
676.4467891,01,4E,33.4,33.4
676.7395722,01,4E,33.4,33.4
676.8397218,01,4F,33.5,33.5
676.9400904,01,53,33.9,33.9
677.0394293,01,57,34.3,34.3
677.1397371,01,55,34.1,34.1
677.2401127,01,5C,34.8,34.8
677.4182227,01,5A,34.6,34.6
677.6128099,01,5A,34.6,34.6
677.7131753,01,5D,34.9,34.9
677.8135266,01,5C,34.8,34.8
677.9138547,01,5F,35.1,35.1
678.0131724,01,5F,35.1,35.1
678.1135095,01,5A,34.6,34.6
678.2138969,01,5F,35.1,35.1
678.313227,01,53,33.9,33.9
678.5984937,01,5C,34.8,34.8
678.6869712,01,5C,34.8,34.8
678.7862956,01,5E,35,35
678.8866432,01,56,34.2,34.2
678.9869582,01,51,33.7,33.7
679.0862694,01,51,33.7,33.7
679.1866393,01,51,33.7,33.7
679.287017,01,51,33.7,33.7
679.5835682,01,4A,33,33
679.6730074,01,4A,33,33
679.7723326,01,41,32.1,32.1
679.8727073,01,45,32.5,32.5
679.9730335,01,46,32.6,32.6
680.0723913,01,43,32.3,32.3
680.1726884,01,41,32.1,32.1
680.273081,01,41,32.1,32.1
680.5716151,01,34,30.8,30.8
680.6580889,01,34,30.8,30.8
680.7574054,01,2F,30.3,30.3
680.8577661,01,30,30.4,30.4
680.9581053,01,2E,30.2,30.2
681.0574202,01,2C,30,30
681.167866,01,20,28.8,28.8
681.2662938,01,1A,28.2,28.2
681.6002576,01,19,28.1,28.1
681.7639543,01,19,28.1,28.1
681.863283,01,09,26.5,26.5
681.9635971,00,FD,25.3,25.3
682.0639365,00,FF,25.5,25.5
682.1632814,00,F5,24.5,24.5
682.2636221,00,F3,24.3,24.3
682.5569588,00,F5,24.5,24.5
682.6568174,00,E3,22.7,22.7
682.7561756,00,DF,22.3,22.3
682.8564931,00,D5,21.3,21.3
682.9568557,00,D5,21.3,21.3
683.0561885,00,CD,20.5,20.5
683.1564945,00,C0,19.2,19.2
683.2568519,00,BC,18.8,18.8
683.4863069,00,AE,17.4,17.4
683.6285711,00,AE,17.4,17.4
683.7289223,00,A0,16,16
683.8282398,00,98,15.2,15.2
683.92855,00,96,15,15
684.0289539,00,8C,14,14
684.128245,00,8E,14.2,14.2
684.2285822,00,82,13,13
684.5250225,00,6A,10.6,10.6
684.6187304,00,6A,10.6,10.6
684.7180694,00,59,8.9,8.9
684.8183969,00,53,8.3,8.3
684.9187341,00,46,7,7
685.0180936,00,3C,6,6
685.118426,00,34,5.2,5.2
685.2187917,00,34,5.2,5.2
685.4284418,00,1C,2.8,2.8
685.5883944,00,1C,2.8,2.8
685.6887421,00,0E,1.4,1.4
685.7880985,00,0E,1.4,1.4
685.8884453,0E,0B,359.5,-0.5
685.9887738,0E,06,359,-1
